-0.99375	0.005	5.32718e-009
-0.98125	0.005	8.79914e-009
-0.96875	0.005	1.45086e-008
-0.95625	0.005	2.3922e-008
-0.94375	0.005	3.94431e-008
-0.93125	0.005	6.50346e-008
-0.91875	0.005	1.07231e-007
-0.90625	0.005	1.76805e-007
-0.89375	0.005	2.91523e-007
-0.88125	0.005	4.80674e-007
-0.86875	0.005	7.92556e-007
-0.85625	0.005	1.3068e-006
-0.84375	0.005	2.15473e-006
-0.83125	0.005	3.55284e-006
-0.81875	0.005	5.85814e-006
-0.80625	0.005	9.6593e-006
-0.79375	0.005	1.59269e-005
-0.78125	0.005	2.62615e-005
-0.76875	0.005	4.3302e-005
-0.75625	0.005	7.13994e-005
-0.74375	0.005	0.000117728
-0.73125	0.005	0.000194115
-0.71875	0.005	0.00032006
-0.70625	0.005	0.000527699
-0.69375	0.005	0.000869989
-0.68125	0.005	0.00143415
-0.66875	0.005	0.00236371
-0.65625	0.005	0.0038946
-0.64375	0.005	0.00641376
-0.63125	0.005	0.0105536
-0.61875	0.005	0.0173416
-0.60625	0.005	0.0284315
-0.59375	0.005	0.0464422
-0.58125	0.005	0.0754133
-0.56875	0.005	0.121303
-0.55625	0.005	0.192257
-0.54375	0.005	0.297989
-0.53125	0.005	0.447246
-0.51875	0.005	0.642713
-0.50625	0.005	0.875152
-0.49375	0.005	1.12198
-0.48125	0.005	1.35457
-0.46875	0.005	1.55034
-0.45625	0.005	1.70001
-0.44375	0.005	1.80618
-0.43125	0.005	1.87755
-0.41875	0.005	1.92377
-0.40625	0.005	1.953
-0.39375	0.005	1.97119
-0.38125	0.005	1.98241
-0.36875	0.005	1.98928
-0.35625	0.005	1.99348
-0.34375	0.005	1.99604
-0.33125	0.005	1.99759
-0.31875	0.005	1.99854
-0.30625	0.005	1.99911
-0.29375	0.005	1.99946
-0.28125	0.005	1.99967
-0.26875	0.005	1.9998
-0.25625	0.005	1.99988
-0.24375	0.005	1.99993
-0.23125	0.005	1.99996
-0.21875	0.005	1.99997
-0.20625	0.005	1.99998
-0.19375	0.005	1.99999
-0.18125	0.005	1.99999
-0.16875	0.005	2
-0.15625	0.005	2
-0.14375	0.005	2
-0.13125	0.005	2
-0.11875	0.005	2
-0.10625	0.005	2
-0.09375	0.005	2
-0.08125	0.005	2
-0.06875	0.005	2
-0.05625	0.005	2
-0.04375	0.005	2
-0.03125	0.005	2
-0.01875	0.005	2
-0.00625	0.005	2
0.00625	0.005	2
0.01875	0.005	2
0.03125	0.005	2
0.04375	0.005	2
0.05625	0.005	2
0.06875	0.005	2
0.08125	0.005	1.99999
0.09375	0.005	1.99999
0.10625	0.005	1.99998
0.11875	0.005	1.99997
0.13125	0.005	1.99995
0.14375	0.005	1.99991
0.15625	0.005	1.99984
0.16875	0.005	1.99972
0.18125	0.005	1.99952
0.19375	0.005	1.9992
0.20625	0.005	1.99867
0.21875	0.005	1.99783
0.23125	0.005	1.99652
0.24375	0.005	1.99452
0.25625	0.005	1.99153
0.26875	0.005	1.98715
