0.00625	2
0.01875	2
0.03125	2
0.04375	2
0.05625	2
0.06875	2
0.08125	1.99999
0.09375	1.99999
0.10625	1.99998
0.11875	1.99996
0.13125	1.99993
0.14375	1.99987
0.15625	1.99978
0.16875	1.99962
0.18125	1.99936
0.19375	1.99894
0.20625	1.99825
0.21875	1.99718
0.23125	1.99552
0.24375	1.99302
0.25625	1.98934
0.26875	1.98402
0.28125	1.97651
0.29375	1.96614
0.30625	1.95213
0.31875	1.93363
0.33125	1.90973
0.34375	1.8795
0.35625	1.84207
0.36875	1.79669
0.38125	1.7428
0.39375	1.68008
0.40625	1.60852
0.41875	1.52847
0.43125	1.44061
0.44375	1.346
0.45625	1.24599
0.46875	1.14219
0.48125	1.03637
0.49375	0.930383
0.50625	0.826075
0.51875	0.725169
0.53125	0.629199
0.54375	0.539443
0.55625	0.456881
0.56875	0.382175
0.58125	0.31567
0.59375	0.257415
0.60625	0.207197
0.61875	0.164593
0.63125	0.129018
0.64375	0.099777
0.65625	0.0761181
0.66875	0.0572743
0.68125	0.0424994
0.69375	0.0310952
0.70625	0.0224301
0.71875	0.0159489
0.73125	0.0111771
0.74375	0.00771899
0.75625	0.00525245
0.76875	0.00352101
0.78125	0.00232492
0.79375	0.00151188
0.80625	0.000968106
0.81875	0.000610313
0.83125	0.000378728
0.84375	0.000231294
0.85625	0.000138986
0.86875	8.2155e-005
0.88125	4.77563e-005
0.89375	2.729e-005
0.90625	1.53234e-005
0.91875	8.44936e-006
0.93125	4.57075e-006
0.94375	2.42072e-006
0.95625	1.24712e-006
0.96875	6.09185e-007
0.98125	2.48128e-007
0.99375	5.90146e-008
