0.00555556	0.000340993
0.0166667	0.000172934
0.0277778	0.000171327
0.0388889	0.00017026
0.05	0.000168921
0.0611111	0.000167314
0.0722222	0.000165446
0.0833333	0.000163325
0.0944444	0.000160962
0.105556	0.000158366
0.116667	0.000155549
0.127778	0.000152522
0.138889	0.000149297
0.15	0.000145885
0.161111	0.0001423
0.172222	0.000138553
0.183333	0.000134657
0.194444	0.000130623
0.205556	0.000126464
0.216667	0.00012219
0.227778	0.000117813
0.238889	0.000113343
0.25	0.00010879
0.261111	0.000104163
0.272222	9.94707e-005
0.283333	9.47215e-005
0.294444	8.99227e-005
0.305556	8.50811e-005
0.316667	8.0203e-005
0.327778	7.52939e-005
0.338889	7.03589e-005
0.35	6.54023e-005
0.361111	6.04282e-005
0.372222	5.54398e-005
0.383333	5.04401e-005
0.394444	4.54316e-005
0.405556	4.04163e-005
0.416667	3.53958e-005
0.427778	3.03716e-005
0.438889	2.53447e-005
0.45	2.0316e-005
0.461111	1.5286e-005
0.472222	1.02552e-005
0.483333	5.22386e-006
0.494444	1.92265e-007
0.505556	-4.83942e-006
0.516667	-9.871e-006
0.527778	-1.49023e-005
0.538889	-1.99329e-005
0.55	-2.49625e-005
0.561111	-2.99904e-005
0.572222	-3.50158e-005
0.583333	-4.00378e-005
0.594444	-4.50549e-005
0.605556	-5.00656e-005
0.616667	-5.50677e-005
0.627778	-6.00588e-005
0.638889	-6.50361e-005
0.65	-6.99962e-005
0.661111	-7.49353e-005
0.672222	-7.98489e-005
0.683333	-8.4732e-005
0.694444	-8.95791e-005
0.705556	-9.43839e-005
0.716667	-9.91398e-005
0.727778	-0.000103839
0.738889	-0.000108474
0.75	-0.000113036
0.761111	-0.000117515
0.772222	-0.000121901
0.783333	-0.000126185
0.794444	-0.000130355
0.805556	-0.0001344
0.816667	-0.000138308
0.827778	-0.000142067
0.838889	-0.000145664
0.85	-0.000149088
0.861111	-0.000152326
0.872222	-0.000155366
0.883333	-0.000158196
0.894444	-0.000160804
0.905556	-0.000163179
0.916667	-0.000165311
0.927778	-0.00016719
0.938889	-0.000168808
0.95	-0.000170156
0.961111	-0.000171229
0.972222	-0.00017202
0.983333	-0.000172521
0.994444	-0.000171073
