0.00555556	-0.000645271
0.0166667	-0.000710097
0.0277778	-0.000713845
0.0388889	-0.000716368
0.05	-0.000719685
0.0611111	-0.00072385
0.0722222	-0.000728869
0.0833333	-0.000734746
0.0944444	-0.000741488
0.105556	-0.000749102
0.116667	-0.000757594
0.127778	-0.000766974
0.138889	-0.000777251
0.15	-0.000788435
0.161111	-0.000800537
0.172222	-0.000813569
0.183333	-0.000827544
0.194444	-0.000842474
0.205556	-0.000858374
0.216667	-0.000875259
0.227778	-0.000893144
0.238889	-0.000912045
0.25	-0.00093198
0.261111	-0.000952965
0.272222	-0.000975019
0.283333	-0.00099816
0.294444	-0.00102241
0.305556	-0.00104778
0.316667	-0.0010743
0.327778	-0.00110198
0.338889	-0.00113085
0.35	-0.00116092
0.361111	-0.00119222
0.372222	-0.00122476
0.383333	-0.00125857
0.394444	-0.00129366
0.405556	-0.00133006
0.416667	-0.00136777
0.427778	-0.00140682
0.438889	-0.00144723
0.45	-0.00148899
0.461111	-0.00153214
0.472222	-0.00157667
0.483333	-0.0016226
0.494444	-0.00166993
0.505556	-0.00171866
0.516667	-0.00176879
0.527778	-0.00182032
0.538889	-0.00187323
0.55	-0.00192751
0.561111	-0.00198314
0.572222	-0.0020401
0.583333	-0.00209835
0.594444	-0.00215786
0.605556	-0.00221857
0.616667	-0.00228044
0.627778	-0.0023434
0.638889	-0.00240738
0.65	-0.0024723
0.661111	-0.00253806
0.672222	-0.00260457
0.683333	-0.0026717
0.694444	-0.00273934
0.705556	-0.00280734
0.716667	-0.00287556
0.727778	-0.00294383
0.738889	-0.00301198
0.75	-0.00307983
0.761111	-0.00314717
0.772222	-0.0032138
0.783333	-0.0032795
0.794444	-0.00334403
0.805556	-0.00340716
0.816667	-0.00346865
0.827778	-0.00352824
0.838889	-0.00358568
0.85	-0.00364071
0.861111	-0.00369308
0.872222	-0.00374254
0.883333	-0.00378884
0.894444	-0.00383174
0.905556	-0.00387101
0.916667	-0.00390643
0.927778	-0.00393782
0.938889	-0.00396499
0.95	-0.00398764
0.961111	-0.00399907
0.972222	-0.00373883
0.983333	0.00447909
0.994444	0.169407
