0.00555556	0.00287063
0.0166667	0.00168448
0.0277778	0.00161355
0.0388889	0.00160132
0.05	0.00158865
0.0611111	0.00157352
0.0722222	0.00155596
0.0833333	0.00153603
0.0944444	0.00151384
0.105556	0.00148947
0.116667	0.00146303
0.127778	0.00143461
0.138889	0.00140434
0.15	0.00137232
0.161111	0.00133867
0.172222	0.0013035
0.183333	0.00126693
0.194444	0.00122906
0.205556	0.00119002
0.216667	0.00114989
0.227778	0.00110879
0.238889	0.00106681
0.25	0.00102405
0.261111	0.000980592
0.272222	0.000936516
0.283333	0.000891899
0.294444	0.000846813
0.305556	0.00080132
0.316667	0.000755479
0.327778	0.000709344
0.338889	0.000662961
0.35	0.000616372
0.361111	0.000569613
0.372222	0.000522718
0.383333	0.000475713
0.394444	0.000428621
0.405556	0.000381463
0.416667	0.000334254
0.427778	0.000287007
0.438889	0.000239733
0.45	0.000192438
0.461111	0.00014513
0.472222	9.78123e-005
0.483333	5.04881e-005
0.494444	3.15976e-006
0.505556	-4.41709e-005
0.516667	-9.1502e-005
0.527778	-0.000138831
0.538889	-0.000186156
0.55	-0.000233472
0.561111	-0.000280773
0.572222	-0.000328053
0.583333	-0.000375301
0.594444	-0.000422504
0.605556	-0.000469648
0.616667	-0.000516713
0.627778	-0.000563676
0.638889	-0.000610511
0.65	-0.000657185
0.661111	-0.000703664
0.672222	-0.000749906
0.683333	-0.000795864
0.694444	-0.000841486
0.705556	-0.000886714
0.716667	-0.000931484
0.727778	-0.000975728
0.738889	-0.00101937
0.75	-0.00106233
0.761111	-0.00110451
0.772222	-0.00114584
0.783333	-0.0011862
0.794444	-0.0012255
0.805556	-0.00126363
0.816667	-0.00130048
0.827778	-0.00133594
0.838889	-0.00136989
0.85	-0.00140222
0.861111	-0.00143281
0.872222	-0.00146155
0.883333	-0.00148833
0.894444	-0.00151303
0.905556	-0.00153557
0.916667	-0.00155582
0.927778	-0.00157372
0.938889	-0.00158917
0.95	-0.00160211
0.961111	-0.00161247
0.972222	-0.00162009
0.983333	-0.00162028
0.994444	-0.00147592
